方向,代碼,名稱,訂單價格,訂單數量,訂單金額,交易狀態,已成交@均價,下單時間,類型,期限,盤前競價,時段,觸發價,允許開倉,市場,幣種,訂單來源,成交數量,成交價格,成交金額,成交時間,市場,幣種,對手經紀,備註,佣金,平台使用費,交收費,印花稅,交易費,證監會徵費,財匯局徵費,證監會規費,交易活動費,期權監管費,期權清算費,期權交收費,綜合審計跟蹤監管費,合計費用
買入,58192,恒指信證八甲牛4.C,0.034,"300,000","10,200.00",已撤單,0@0.00,2026/04/20 15:32:05 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,58192,恒指信證八甲牛4.C,0.038,"500,000","19,000.00",全部成交,"500,000@0.038",2026/04/20 15:28:26 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"130,000",0.038,"4,940.00",2026/04/20 15:28:27 (香港),港股,HKD,8460,,0,15,0.8,0,1.07,0.51,0.03,,,,,,,17.41
,,,,,,,,,,,,,,,,,,"370,000",0.038,"14,060.00",2026/04/20 15:28:27 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
買入,68043,恒指法巴八五熊A.P,0.022,"500,000","11,000.00",已撤單,0@0.00,2026/04/20 15:22:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,56917,恒指華泰八四熊W.P,0.015,"1,050,000","15,750.00",部成已撤,"1,000,000@0.015",2026/04/20 15:17:35 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"1,000,000",0.015,"15,000.00",2026/04/20 15:17:55 (香港),港股,HKD,2452,,0,15,0.63,0,0.85,0.41,0.02,,,,,,,16.91
賣出,56917,恒指華泰八四熊W.P,0.015,"1,000,000","15,000.00",部成已撤,"950,000@0.015",2026/04/20 15:13:51 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.015,"7,500.00",2026/04/20 15:16:30 (香港),港股,HKD,2454,,0,15,0.6,0,0.8,0.38,0.02,,,,,,,16.8
,,,,,,,,,,,,,,,,,,"450,000",0.015,"6,750.00",2026/04/20 15:16:06 (香港),港股,HKD,2452,,,,,,,,,,,,,,,
賣出,56917,恒指華泰八四熊W.P,0.013,"2,000,000","26,000.00",已撤單,0@0.00,2026/04/20 15:13:21 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,56917,恒指華泰八四熊W.P,0.014,"1,000,000","14,000.00",全部成交,"1,000,000@0.014",2026/04/20 15:09:52 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"960,000",0.014,"13,440.00",2026/04/20 15:11:19 (香港),港股,HKD,9766,,0,15,0.58,0,0.79,0.38,0.02,,,,,,,16.77
,,,,,,,,,,,,,,,,,,"40,000",0.014,560,2026/04/20 15:11:08 (香港),港股,HKD,1454,,,,,,,,,,,,,,,
買入,56917,恒指華泰八四熊W.P,0.017,"1,000,000","17,000.00",全部成交,"1,000,000@0.017",2026/04/20 15:07:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"940,000",0.017,"15,980.00",2026/04/20 15:07:26 (香港),港股,HKD,9766,,0,15,0.7,0,0.96,0.46,0.02,,,,,,,17.14
,,,,,,,,,,,,,,,,,,"20,000",0.017,340,2026/04/20 15:07:26 (香港),港股,HKD,1440,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.017,340,2026/04/20 15:07:26 (香港),港股,HKD,737,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.017,340,2026/04/20 15:07:26 (香港),港股,HKD,737,,,,,,,,,,,,,,,
賣出,LITX,2倍做多LITE ETF-Tradr,44.2,10,442,全部成交,10@44.20,2026/04/20 03:02:36 (美東),限價單,當日有效,,全時段,,,美股,USD,,10,44.2,442,2026/04/20 03:02:43 (美東),美股,USD,,,0.99,1,0.03,,,,,0.01,0.01,,,,,2.04
賣出,TEMT,2倍做多TEM ETF-Tradr,24.6,5,123,全部成交,5@24.60,2026/04/20 03:02:18 (美東),限價單,當日有效,,全時段,,,美股,USD,,5,24.6,123,2026/04/20 03:03:09 (美東),美股,USD,,,0.99,1,0.02,,,,,0.01,0.01,,,,,2.03
賣出,TSLG,2倍做多TSLA ETF-Leverage Shares,6.73,10,67.3,全部成交,10@6.73,2026/04/20 03:02:10 (美東),限價單,當日有效,,全時段,,,美股,USD,,10,6.73,67.3,2026/04/20 03:02:11 (美東),美股,USD,,,0.99,1,0.03,,,,,0.01,0.01,,,,,2.04
賣出,66807,恒指法巴八五熊Q.P,0.024,"1,000,000","24,000.00",全部成交,"1,000,000@0.024",2026/04/20 14:46:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"400,000",0.024,"9,600.00",2026/04/20 14:49:15 (香港),港股,HKD,9691,,0,15,1,0,1.36,0.64,0.03,,,,,,,18.03
,,,,,,,,,,,,,,,,,,"100,000",0.024,"2,400.00",2026/04/20 14:48:26 (香港),港股,HKD,2455,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"500,000",0.024,"12,000.00",2026/04/20 14:48:04 (香港),港股,HKD,1799,,,,,,,,,,,,,,,
買入,66807,恒指法巴八五熊Q.P,0.023,"1,000,000","23,000.00",全部成交,"1,000,000@0.023",2026/04/20 14:41:41 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"140,000",0.023,"3,220.00",2026/04/20 14:42:40 (香港),港股,HKD,8397,,0,15,0.97,0,1.3,0.62,0.03,,,,,,,17.92
,,,,,,,,,,,,,,,,,,"120,000",0.023,"2,760.00",2026/04/20 14:42:36 (香港),港股,HKD,8469,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"200,000",0.023,"4,600.00",2026/04/20 14:42:26 (香港),港股,HKD,1799,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"300,000",0.023,"6,900.00",2026/04/20 14:42:11 (香港),港股,HKD,8460,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"240,000",0.023,"5,520.00",2026/04/20 14:42:11 (香港),港股,HKD,4665,,,,,,,,,,,,,,,
賣出,58192,恒指信證八甲牛4.C,0.033,"500,000","16,500.00",全部成交,"500,000@0.033",2026/04/20 14:03:26 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"370,000",0.033,"12,210.00",2026/04/20 14:04:22 (香港),港股,HKD,8506,,0,15,0.69,0,0.93,0.45,0.03,,,,,,,17.1
,,,,,,,,,,,,,,,,,,"130,000",0.033,"4,290.00",2026/04/20 14:03:52 (香港),港股,HKD,8469,,,,,,,,,,,,,,,
買入,58192,恒指信證八甲牛4.C,0.027,"500,000","13,500.00",全部成交,"500,000@0.027",2026/04/20 13:46:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"410,000",0.027,"11,070.00",2026/04/20 13:47:10 (香港),港股,HKD,9788,,0,15,0.56,0,0.77,0.37,0.02,,,,,,,16.72
,,,,,,,,,,,,,,,,,,"90,000",0.027,"2,430.00",2026/04/20 13:46:48 (香港),港股,HKD,8537,,,,,,,,,,,,,,,
賣出,67534,恒指摩利八四熊I.P,0.03,"500,000","15,000.00",全部成交,"500,000@0.03",2026/04/20 13:44:07 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.03,"15,000.00",2026/04/20 13:44:53 (香港),港股,HKD,2453,,0,15,0.63,0,0.85,0.41,0.02,,,,,,,16.91
買入,67534,恒指摩利八四熊I.P,0.025,"200,000","5,000.00",全部成交,"200,000@0.025",2026/04/20 13:34:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.025,"1,250.00",2026/04/20 13:38:17 (香港),港股,HKD,9755,,0,15,0.2,0,0.28,0.13,0,,,,,,,15.61
,,,,,,,,,,,,,,,,,,"40,000",0.025,"1,000.00",2026/04/20 13:37:53 (香港),港股,HKD,1444,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"60,000",0.025,"1,500.00",2026/04/20 13:37:48 (香港),港股,HKD,768,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"50,000",0.025,"1,250.00",2026/04/20 13:37:47 (香港),港股,HKD,1455,,,,,,,,,,,,,,,
買入,67534,恒指摩利八四熊I.P,0.026,"100,000","2,600.00",全部成交,"100,000@0.026",2026/04/20 13:32:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.026,"2,600.00",2026/04/20 13:32:20 (香港),港股,HKD,9755,,0,15,0.11,0,0.15,0.07,0,,,,,,,15.33
買入,67534,恒指摩利八四熊I.P,0.025,"200,000","5,000.00",全部成交,"200,000@0.025",2026/04/20 13:26:33 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.025,"5,000.00",2026/04/20 13:32:47 (香港),港股,HKD,9755,,0,15,0.21,0,0.28,0.14,0.01,,,,,,,15.64
買入,66807,恒指法巴八五熊Q.P,0.026,"500,000","13,000.00",已撤單,0@0.00,2026/04/20 13:22:01 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,67534,恒指摩利八四熊I.P,0.014,"300,000","4,200.00",全部成交,"300,000@0.014",2026/04/20 11:39:21 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"10,000",0.014,140,2026/04/20 13:00:10 (香港),港股,HKD,768,,0,15,0.18,0,0.24,0.12,0.01,,,,,,,15.55
,,,,,,,,,,,,,,,,,,"290,000",0.014,"4,060.00",2026/04/20 13:00:10 (香港),港股,HKD,743,,,,,,,,,,,,,,,
賣出,67534,恒指摩利八四熊I.P,0.012,"200,000","2,400.00",全部成交,"200,000@0.012",2026/04/20 11:32:50 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"150,000",0.012,"1,800.00",2026/04/20 11:37:37 (香港),港股,HKD,2249,,0,15,0.11,0,0.13,0.07,0,,,,,,,15.31
,,,,,,,,,,,,,,,,,,"50,000",0.012,600,2026/04/20 11:37:36 (香港),港股,HKD,2452,,,,,,,,,,,,,,,
賣出,67534,恒指摩利八四熊I.P,0.011,"180,000","1,980.00",全部成交,"180,000@0.011",2026/04/20 11:32:02 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"180,000",0.011,"1,980.00",2026/04/20 11:36:56 (香港),港股,HKD,2454,,0,15,0.08,0,0.11,0.05,0,,,,,,,15.24
買入,67534,恒指摩利八四熊I.P,0.01,"680,000","6,800.00",全部成交,"680,000@0.01",2026/04/20 11:30:31 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"680,000",0.01,"6,800.00",2026/04/20 11:30:31 (香港),港股,HKD,8155,,0,15,0.29,0,0.38,0.18,0.01,,,,,,,15.86
買入,66807,恒指法巴八五熊Q.P,0.02,"500,000","10,000.00",已撤單,0@0.00,2026/04/20 11:27:36 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,66807,恒指法巴八五熊Q.P,0.018,"500,000","9,000.00",已撤單,0@0.00,2026/04/20 11:00:04 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,58192,恒指信證八甲牛4.C,0.036,"1,000,000","36,000.00",全部成交,"1,000,000@0.036",2026/04/20 10:55:57 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"40,000",0.036,"1,440.00",2026/04/20 10:58:02 (香港),港股,HKD,8476,,0,15,1.51,0,2.03,0.97,0.05,,,,,,,19.56
,,,,,,,,,,,,,,,,,,"350,000",0.036,"12,600.00",2026/04/20 10:58:02 (香港),港股,HKD,1441,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"260,000",0.036,"9,360.00",2026/04/20 10:57:47 (香港),港股,HKD,1056,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"350,000",0.036,"12,600.00",2026/04/20 10:57:47 (香港),港股,HKD,1454,,,,,,,,,,,,,,,
買入,58192,恒指信證八甲牛4.C,0.032,"500,000","16,000.00",全部成交,"500,000@0.032",2026/04/20 10:47:21 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"80,000",0.032,"2,560.00",2026/04/20 10:47:48 (香港),港股,HKD,8441,,0,15,0.67,0,0.9,0.43,0.02,,,,,,,17.02
,,,,,,,,,,,,,,,,,,"420,000",0.032,"13,440.00",2026/04/20 10:47:46 (香港),港股,HKD,8441,,,,,,,,,,,,,,,
買入,58192,恒指信證八甲牛4.C,0.03,"500,000","15,000.00",全部成交,"500,000@0.03",2026/04/20 10:38:20 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.03,"15,000.00",2026/04/20 10:44:32 (香港),港股,HKD,8441,,0,15,0.63,0,0.85,0.41,0.02,,,,,,,16.91
賣出,66807,恒指法巴八五熊Q.P,0.024,"370,000","8,880.00",全部成交,"370,000@0.024",2026/04/20 10:37:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"90,000",0.024,"2,160.00",2026/04/20 10:37:15 (香港),港股,HKD,1443,,0,15,0.37,0,0.5,0.24,0.01,,,,,,,16.12
,,,,,,,,,,,,,,,,,,"280,000",0.024,"6,720.00",2026/04/20 10:37:15 (香港),港股,HKD,768,,,,,,,,,,,,,,,
買入,66807,恒指法巴八五熊Q.P,0.02,"1,000,000","20,000.00",部成已撤,"370,000@0.02",2026/04/20 10:27:26 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"160,000",0.02,"3,200.00",2026/04/20 10:34:53 (香港),港股,HKD,2453,,0,15,0.31,0,0.42,0.2,0.01,,,,,,,15.94
,,,,,,,,,,,,,,,,,,"210,000",0.02,"4,200.00",2026/04/20 10:34:49 (香港),港股,HKD,2452,,,,,,,,,,,,,,,
買入,58559,恒指瑞銀八乙牛H.C,0.029,"500,000","14,500.00",已撤單,0@0.00,2026/04/20 10:15:30 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,2650,摯達科技,42.8,50,"2,140.00",全部成交,50@42.80,2026/04/20 10:14:21 (香港),限價單,當日有效,允許,,,,港股,HKD,,50,42.8,"2,140.00",2026/04/20 10:14:21 (香港),港股,HKD,6593,,0,15,0.09,3,0.12,0.06,0,,,,,,,18.27
賣出,57019,恒指法巴八甲牛2.C,0.043,"500,000","21,500.00",全部成交,"500,000@0.043",2026/04/20 09:57:23 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"120,000",0.043,"5,160.00",2026/04/20 09:57:35 (香港),港股,HKD,1044,,0,15,0.91,0,1.21,0.58,0.03,,,,,,,17.73
,,,,,,,,,,,,,,,,,,"380,000",0.043,"16,340.00",2026/04/20 09:57:35 (香港),港股,HKD,738,,,,,,,,,,,,,,,
賣出,57019,恒指法巴八甲牛2.C,0.04,"500,000","20,000.00",已撤單,0@0.00,2026/04/20 09:41:01 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57019,恒指法巴八甲牛2.C,0.029,"200,000","5,800.00",全部成交,"200,000@0.029",2026/04/20 09:31:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.029,"5,800.00",2026/04/20 09:31:42 (香港),港股,HKD,1443,,0,15,0.24,0,0.33,0.16,0.01,,,,,,,15.74
賣出,2650,摯達科技,45.96,50,"2,298.00",已撤單,0@0.00,2026/04/20 09:22:13 (香港),限價單,當日有效,允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,TEMT,2倍做多TEM ETF-Tradr,24.48,5,122.4,已撤單,0@0.00,2026/04/19 20:56:43 (美東),限價單,當日有效,,全時段,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,TSLG,2倍做多TSLA ETF-Leverage Shares,6.74,10,67.4,已撤單,0@0.00,2026/04/19 20:36:25 (美東),限價單,當日有效,,全時段,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TEMT,2倍做多TEM ETF-Tradr,24.42,5,122.1,全部成交,5@24.42,2026/04/19 20:29:28 (美東),限價單,當日有效,,全時段,,,美股,USD,,5,24.42,122.1,2026/04/19 20:31:52 (美東),美股,USD,,,0.99,1,0.02,,,,,,,,,,,2.01
買入,TSLG,2倍做多TSLA ETF-Leverage Shares,6.71,10,67.1,全部成交,10@6.71,2026/04/19 20:25:30 (美東),限價單,當日有效,,全時段,,,美股,USD,,10,6.71,67.1,2026/04/19 20:25:30 (美東),美股,USD,,,0.99,1,0.03,,,,,,,,,,,2.02
買入,LITX,2倍做多LITE ETF-Tradr,43.89,5,219.45,全部成交,5@43.89,2026/04/19 20:17:06 (美東),限價單,當日有效,,全時段,,,美股,USD,,5,43.89,219.45,2026/04/19 20:17:07 (美東),美股,USD,,,0.99,1,0.02,,,,,,,,,,,2.01
買入,LITX,2倍做多LITE ETF-Tradr,43.83,5,219.15,全部成交,5@43.83,2026/04/19 20:16:55 (美東),限價單,當日有效,,全時段,,,美股,USD,,5,43.83,219.15,2026/04/19 20:17:21 (美東),美股,USD,,,0.99,1,0.02,,,,,,,,,,,2.01
買入,LITX,2倍做多LITE ETF-Tradr,43.7,5,218.5,已撤單,0@0.00,2026/04/19 20:16:44 (美東),限價單,當日有效,,全時段,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,LITX,2倍做多LITE ETF-Tradr,43,5,215,全部成交,5@43.604,2026/04/19 20:15:21 (美東),限價單,當日有效,,全時段,,,美股,USD,,3,43.6,130.8,2026/04/19 20:15:22 (美東),美股,USD,,,0.99,1,0.02,,,,,0.02,0.02,,,,,2.05
,,,,,,,,,,,,,,,,,,2,43.61,87.22,2026/04/19 20:15:22 (美東),美股,USD,,,,,,,,,,,,,,,,
買入,LITX,2倍做多LITE ETF-Tradr,43.63,5,218.15,全部成交,5@43.63,2026/04/19 20:14:25 (美東),限價單,當日有效,,全時段,,,美股,USD,,5,43.63,218.15,2026/04/19 20:14:49 (美東),美股,USD,,,0.99,1,0.02,,,,,,,,,,,2.01
買入,CTNT,Cheetah Net Supply Chain Service,0.1004,"5,000",502,下單失敗,0@0.00,2026/04/19 20:04:03 (美東),限價單,當日有效,,全時段,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260424C915000,SNDK 260424 915.00C,43.4,1,"4,340.00",全部成交,1@42.99,2026/04/17 15:08:34 (美東),限價單,當日有效,,,,,美股,USD,,1,42.99,"4,299.00",2026/04/17 15:08:34 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,SNDK260424C910000,SNDK 260424 910.00C,51,1,"5,100.00",全部成交,1@51.00,2026/04/17 15:00:32 (美東),限價單,當日有效,,,,,美股,USD,,1,51,"5,100.00",2026/04/17 15:50:00 (美東),美股,USD,,,1.99,0.3,,,,,,0.11,0.01,0.01,0.02,0.18,,2.62
賣出,SNDK260424C915000,SNDK 260424 915.00C,54,1,"5,400.00",下單失敗,0@0.00,2026/04/17 14:59:21 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260424C910000,SNDK 260424 910.00C,46.5,1,"4,650.00",全部成交,1@46.49,2026/04/17 14:55:06 (美東),限價單,當日有效,,,,,美股,USD,,1,46.49,"4,649.00",2026/04/17 14:55:16 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,AVAV260424C187500,AVAV 260424 187.50C,6.7,5,"3,350.00",全部成交,5@6.70,2026/04/17 14:51:17 (美東),限價單,當日有效,,,,,美股,USD,,5,6.7,"3,350.00",2026/04/17 14:51:36 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
賣出,SNDK260424C915000,SNDK 260424 915.00C,55,1,"5,500.00",已撤單,0@0.00,2026/04/17 14:48:41 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C915000,SNDK 260424 915.00C,46.9,1,"4,690.00",下單失敗,0@0.00,2026/04/17 14:39:56 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C915000,SNDK 260424 915.00C,47.3,1,"4,730.00",已撤單,0@0.00,2026/04/17 14:34:52 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C915000,SNDK 260424 915.00C,54,1,"5,400.00",已撤單,0@0.00,2026/04/17 14:32:18 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C950000,SNDK 260424 950.00C,32.1,1,"3,210.00",全部成交,1@32.10,2026/04/17 14:31:10 (美東),限價單,當日有效,,,,,美股,USD,,1,32.1,"3,210.00",2026/04/17 14:31:11 (美東),美股,USD,,,1.99,0.3,,,,,,0.07,0.01,0.01,0.02,0.18,,2.58
賣出,SNDK260424C905000,SNDK 260424 905.00C,53.6,1,"5,360.00",全部成交,1@53.60,2026/04/17 14:30:31 (美東),限價單,當日有效,,,,,美股,USD,,1,53.6,"5,360.00",2026/04/17 14:30:31 (美東),美股,USD,,,1.99,0.3,,,,,,0.11,0.01,0.01,0.02,0.18,,2.62
賣出,SNDK260424C915000,SNDK 260424 915.00C,47.8,1,"4,780.00",全部成交,1@47.80,2026/04/17 14:28:17 (美東),限價單,當日有效,,,,,美股,USD,,1,47.8,"4,780.00",2026/04/17 14:30:00 (美東),美股,USD,,,1.99,0.3,,,,,,0.1,0.01,0.01,0.02,0.18,,2.61
賣出,CTNT,Cheetah Net Supply Chain Service,0.0988,"5,000",494,全部成交,"5,000@0.09919",2026/04/17 14:22:31 (美東),限價單,當日有效,,盤前+盤中+盤後,,,美股,USD,,"2,195",0.0992,217.74,2026/04/17 14:22:32 (美東),美股,USD,,,2.48,2.48,15.01,,,,,0.05,0.98,,,,,21
,,,,,,,,,,,,,,,,,,"1,200",0.0992,119.04,2026/04/17 14:22:32 (美東),美股,USD,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,600,0.0992,59.52,2026/04/17 14:22:32 (美東),美股,USD,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,300,0.0992,29.76,2026/04/17 14:22:32 (美東),美股,USD,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,705,0.09915,69.9,2026/04/17 14:22:32 (美東),美股,USD,,,,,,,,,,,,,,,,
買入,SNDK260424C915000,SNDK 260424 915.00C,45.1,1,"4,510.00",全部成交,1@45.10,2026/04/17 14:21:18 (美東),限價單,當日有效,,,,,美股,USD,,1,45.1,"4,510.00",2026/04/17 14:21:19 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260424C950000,SNDK 260424 950.00C,28.5,1,"2,850.00",全部成交,1@28.50,2026/04/17 14:16:32 (美東),限價單,當日有效,,,,,美股,USD,,1,28.5,"2,850.00",2026/04/17 14:16:32 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260424C940000,SNDK 260424 940.00C,31.4,1,"3,140.00",已撤單,0@0.00,2026/04/17 14:13:03 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C945000,SNDK 260424 945.00C,29.1,1,"2,910.00",全部成交,1@29.10,2026/04/17 14:10:54 (美東),限價單,當日有效,,,,,美股,USD,,1,29.1,"2,910.00",2026/04/17 14:10:55 (美東),美股,USD,,,1.99,0.3,,,,,,0.06,0.01,0.01,0.02,0.18,,2.57
買入,SNDK260424C945000,SNDK 260424 945.00C,29.1,1,"2,910.00",全部成交,1@29.10,2026/04/17 14:07:44 (美東),限價單,當日有效,,,,,美股,USD,,1,29.1,"2,910.00",2026/04/17 14:09:03 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,CTNT,Cheetah Net Supply Chain Service,0.1066,"5,000",533,已撤單,0@0.00,2026/04/17 14:05:09 (美東),限價單,當日有效,,盤前+盤中+盤後,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C945000,SNDK 260424 945.00C,30.3,1,"3,030.00",全部成交,1@30.30,2026/04/17 13:56:06 (美東),限價單,當日有效,,,,,美股,USD,,1,30.3,"3,030.00",2026/04/17 13:56:46 (美東),美股,USD,,,1.99,0.3,,,,,,0.06,0.01,0.01,0.02,0.18,,2.57
賣出,SNDK260424C900000,SNDK 260424 900.00C,52,1,"5,200.00",全部成交,1@52.00,2026/04/17 13:53:43 (美東),限價單,當日有效,,,,,美股,USD,,1,52,"5,200.00",2026/04/17 14:17:36 (美東),美股,USD,,,1.99,0.3,,,,,,0.11,0.01,0.01,0.02,0.18,,2.62
買入,SNDK260424C945000,SNDK 260424 945.00C,25.4,1,"2,540.00",全部成交,1@25.40,2026/04/17 12:52:08 (美東),限價單,當日有效,,,,,美股,USD,,1,25.4,"2,540.00",2026/04/17 12:52:35 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260424C915000,SNDK 260424 915.00C,37.1,1,"3,710.00",全部成交,1@37.10,2026/04/17 12:49:19 (美東),限價單,當日有效,,,,,美股,USD,,1,37.1,"3,710.00",2026/04/17 12:50:49 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260424C900000,SNDK 260424 900.00C,43,1,"4,300.00",全部成交,1@43.00,2026/04/17 12:40:46 (美東),限價單,當日有效,,,,,美股,USD,,1,43,"4,300.00",2026/04/17 12:40:47 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,SNDK260417C900000,SNDK 260417 900.00C,6.2,1,620,全部成交,1@6.20,2026/04/17 12:38:55 (美東),限價單,當日有效,,,,,美股,USD,,1,6.2,620,2026/04/17 12:46:58 (美東),美股,USD,,,1.99,0.3,,,,,,0.01,0.01,0.01,0.02,0.18,,2.52
賣出,SNDK260424C910000,SNDK 260424 910.00C,39.4,1,"3,940.00",全部成交,1@39.40,2026/04/17 12:32:50 (美東),限價單,當日有效,,,,,美股,USD,,1,39.4,"3,940.00",2026/04/17 12:33:39 (美東),美股,USD,,,1.99,0.3,,,,,,0.08,0.01,0.01,0.02,0.18,,2.59
賣出,SNDK260417C900000,SNDK 260417 900.00C,7,1,700,全部成交,1@7.00,2026/04/17 12:30:42 (美東),限價單,當日有效,,,,,美股,USD,,1,7,700,2026/04/17 12:33:02 (美東),美股,USD,,,1.99,0.3,,,,,,0.01,0.01,0.01,0.02,0.18,,2.52
賣出,SNDK260424C895000,SNDK 260424 895.00C,46,1,"4,600.00",全部成交,1@46.00,2026/04/17 12:30:08 (美東),限價單,當日有效,,,,,美股,USD,,1,46,"4,600.00",2026/04/17 12:33:00 (美東),美股,USD,,,1.99,0.3,,,,,,0.09,0.01,0.01,0.02,0.18,,2.6
買入,SNDK260417C900000,SNDK 260417 900.00C,7,2,"1,400.00",全部成交,2@6.91,2026/04/17 12:20:37 (美東),限價單,當日有效,,,,,美股,USD,,1,6.91,691,2026/04/17 12:20:38 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.02,0.04,0.36,,3.01
,,,,,,,,,,,,,,,,,,1,6.91,691,2026/04/17 12:20:38 (美東),美股,USD,,,,,,,,,,,,,,,,
買入,SNDK260417C895000,SNDK 260417 895.00C,8.9,1,890,已撤單,0@0.00,2026/04/17 12:17:42 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
